255,Ernest Istook,R,OK-5,
255,Eddie Bernice Johnson,D,TX-30,
255,Tim Hutchinson,R,AR-3,
255,Jay Kim,R,CA-41,
255,Peter King,R,NY-03,
255,Jack Kingston,R,GA-01,
255,Ron Klink,D,PA-04,
255,Joe Knollenberg,R,MI-11,
255,Rick Lazio,R,NY-02,
255,Blanche Lincoln,D,AR-1,
255,John Linder,R,GA-11,
255,Carolyn Maloney,D,NY-14,
255,Donald Manzullo,R,IL-16,
255,Paul McHale,D,PA-15,
255,John McHugh,R,NY-24,
255,Scott McInnis,R,CO-3,
255,Buck McKeon,R,CA-25,
255,Cynthia McKinney,D,GA-04,
255,Marty Meehan,D,MA-05,
255,Carrie Meek,D,FL-17,
255,Bob Menendez,D,NJ-13,
255,John Mica,R,FL-07,
255,Dan Miller,R,FL-13,
255,David Minge,D,MN-2,
255,Richard Pombo,R,CA-11,
255,Earl Pomeroy,D,ND,
255,Deborah Pryce,R,OH-15,
255,Jack Quinn,R,NY-30,
255,Mel Reynolds,D,IL-02,
255,Lucille Roybal-Allard,D,CA-33,
255,Ed Royce,R,CA-39,
255,Bobby Rush,D,IL-01,
255,Bobby Scott,D,VA-03,
255,Nick Smith,R,MI-07,
255,Bart Stupak,D,MI-01,
255,Frank Tejeda,D,TX-28,
255,Jim Talent,R,MO-2,
255,Karen Thurman,D,FL-05,
255,Peter Torkildsen,R,MA-06,
255,Walter Tucker,D,CA-37,
255,Nydia Velázquez,D,NY-12,
255,Melvin Watt,D,NC-12,
255,Lynn Woolsey,D,CA-06,
255,Albert Wynn,D,MD-4,
344,Bennie Thompson,D,MS-2,4/13/1993
345,Sam Farr,D,CA-17,6/8/1993
346,Vernon Ehlers,R,MI-03,12/7/1993
347,Rob Portman,R,OH-02,5/4/1993
348,Frank Lucas,R,OK-6,5/10/1994
349,Ron Lewis,R,KY-2,5/24/1994
350,Steve Largent,R,OK-1,11/29/1994
351,Tom Campbell,R,CA-15,1/3/1995
351,Frank Riggs,R,CA-01,
351,John Baldacci,D,ME-2,
351,Charles Foster Bass,R,NH-2,
351,Bob Barr,R,GA-07,
351,Ken Bentsen,D,TX-25,
351,Brian Bilbray,R,CA-49,
351,Sonny Bono,R,CA-44,
351,Sam Brownback,R,KS-2,
351,Ed Bryant,R,TN-7,
351,Richard Burr,R,NC-05,
351,Jim Bunn,R,OR-5,
351,Steve Chabot,R,OH-01,
351,Saxby Chambliss,R,GA-08,
351,Helen Chenoweth-Hage,R,ID-1,
351,Jon Christensen,R,NE-2,
351,Dick Chrysler,R,MI-08,
351,Tom Coburn,R,OK-2,
351,Wes Cooley,R,OR-2,
351,Frank Cremeans,R,OH-06,
351,Barbara Cubin,R,WY,
351,Thomas M. Davis,R,VA-11,
351,Lloyd Doggett,D,TX-10,
351,Mike Doyle,D,PA-18,
351,Robert Ehrlich,R,MD-2,
351,Phil English,R,PA-21,
351,John Ensign,R,NV-1,
351,Chaka Fattah,D,PA-02,
351,Michael Flanagan,R,IL-05,
351,Mark Foley,R,FL-16,
351,Michael Forbes,R,NY-01,
351,Jon Fox,R,PA-13,
351,Rodney Frelinghuysen,R,NJ-11,
351,Dan Frisa,R,NY-04,
351,David Funderburk,R,NC-02,
351,Greg Ganske,R,IA-4,
351,Lindsey Graham,R,SC-3,
351,Enid Greene,R,UT-2,
351,Gil Gutknecht,R,MN-1,
351,Doc Hastings,R,WA-4,
351,J. D. Hayworth,R,AZ-6,
351,Fred Heineman,R,NC-04,
351,Van Hilleary,R,TN-4,
351,John Hostettler,R,IN-08,
351,Sheila Jackson-Lee,D,TX-18,
351,Walter B. Jones,R,NC-03,
351,Sue W. Kelly,R,NY-19,
351,Patrick Kennedy,D,RI-1,
351,Ray LaHood,R,IL-18,
351,Tom Latham,R,IA-5,
351,Steve LaTourette,R,OH-19,
351,Frank LoBiondo,R,NJ-02,
351,Zoe Lofgren,D,CA-16,
351,Jim Longley,R,ME-1,
351,Bill Luther,D,MN-6,
351,Bill Martini,R,NJ-08,
351,Frank Mascara,D,PA-20,
351,Karen McCarthy,D,MO-5,
351,David McIntosh,R,IN-02,
351,Jack Metcalf,R,WA-2,
351,Sue Myrick,R,NC-09,
351,George Nethercutt,R,WA-5,
351,Mark Neumann,R,WI-1,
351,Bob Ney,R,OH-18,
351,Charlie Norwood,R,GA-10,
351,George Radanovich,R,CA-19,
351,Lynn Rivers,D,MI-13,
351,Matt Salmon,R,AZ-1,
351,Mark Sanford,R,SC-1,
351,Joe Scarborough,R,FL-01,
351,Andrea Seastrand,R,CA-22,
351,John Shadegg,R,AZ-4,
351,Linda Smith,R,WA-3,
351,Mark Souder,R,IN-04,
351,Steve Stockman,R,TX-09,
351,Randy Tate,R,WA-9,
351,Mac Thornberry,R,TX-13,
351,Todd Tiahrt,R,KS-4,
351,Zach Wamp,R,TN-3,
351,Mike Ward,D,KY-3,
351,J. C. Watts,R,OK-4,
351,Dave Weldon,R,FL-15,
351,Jerry Weller,R,IL-11,
351,Ed Whitfield,R,KY-1,
351,Roger Wicker,R,MS-1,
