1,John Dingell,D,MI-15,12/13/1955
2,John Conyers,D,MI-14,1/3/1965
3,Charles Rangel,D,NY-15,1/3/1971
3,William Young,R,FL-10,
5,Pete Stark,D,CA-13,1/3/1973
6,Donald Young,R,AK,3/6/1973
7,George Miller,D,CA-07,1/3/1975
7,Henry Waxman,D,CA-30,
9,Edward Markey,D,MA-07,11/2/1976
10,Norman Dicks,D,WA-06,1/3/1977
10,Dale Kildee,D,MI-05,
10,Nick Rahall,D,WV-03,
13,Jerry Lewis,R,CA-41,1/3/1979
13,F. Sensenbrenner,R,WI-05,
15,Thomas Petri,R,WI-06,4/3/1979
16,David Dreier,R,CA-26,1/3/1981
16,Barney Frank,D,MA-04,
16,Ralph Hall,R,TX-04,
16,Harold Rogers,R,KY-05,
16,Christopher Smith,R,NJ-04,
16,Frank Wolf,R,VA-10,
22,Steny Hoyer,D,MD-05,5/19/1981
23,Howard Berman,D,CA-28,1/3/1983
23,Danny Burton,R,IN-05,
23,Marcia Kaptur,D,OH-09,
23,Sander Levin,D,MI-12,
23,Ed Towns,D,NY-10,
28,Gary Ackerman,D,NY-05,3/1/1983
29,Joe Barton,R,TX-06,1/3/1985
29,John Coble,R,NC-06,
29,Pete Visclosky,D,IN-01,
32,Peter DeFazio,D,OR-04,1/3/1987
32,Elton Gallegly,R,CA-24,
32,Walter Herger,R,CA-02,
32,John Lewis,D,GA-05,
32,Louise Slaughter,D,NY-28,
32,Lamar Smith,R,TX-21,
32,Frederick Upton,R,MI-06,
39,Nancy Pelosi,D,CA-08,6/2/1987
40,Jerry Costello,D,IL-12,8/9/1988
41,Frank Pallone,D,NJ-06,11/8/1988
41,John Duncan,R,TN-02,
43,Eliot Engel,D,NY-17,1/3/1989
43,Nita Lowey,D,NY-18,
43,James McDermott,D,WA-07,
43,Richard Neal,D,MA-02,
43,Donald Payne,D,NJ-10,
43,Dana Rohrabacher,R,CA-46,
43,Clifford Stearns,R,FL-06,
50,Ileana Ros-Lehtinen,R,FL-18,8/29/1989
51,José Serrano,D,NY-16,3/20/1990
52,Robert Andrews,D,NJ-01,11/6/1990
53,Ronald Paul,R,TX-14,1/3/1997
53,David Price,D,NC-04,
55,John Boehner,R,OH-08,1/3/1991
55,David Camp,R,MI-04,
55,Rosa DeLauro,D,CT-03,
55,James Moran,D,VA-08,
55,Collin Peterson,D,MN-07,
55,Maxine Waters,D,CA-35,
61,Samuel Johnson,R,TX-03,5/8/1991
62,John Olver,D,MA-01,6/4/1991
63,Ed Pastor,D,AZ-04,9/24/1991
64,Jerrold Nadler,D,NY-08,11/3/1992
65,James Cooper,D,TN-05,1/3/2003
66,Spencer Bachus,R,AL-06,1/3/1993
66,Roscoe Bartlett,R,MD-06,
66,Xavier Becerra,D,CA-31,
66,Sanford Bishop,D,GA-02,
66,Corrine Brown,D,FL-03,
66,Ken Calvert,R,CA-44,
66,James Clyburn,D,SC-06,
66,Anna Eshoo,D,CA-14,
66,Robert Filner,D,CA-51,
66,Robert Goodlatte,R,VA-06,
66,Gene Green,D,TX-29,
66,Luis Gutierrez,D,IL-04,
66,Alcee Hastings,D,FL-23,
66,Maurice Hinchey,D,NY-22,
66,Tim Holden,D,PA-17,
66,E. Johnson,D,TX-30,
66,Peter King,R,NY-03,
66,Jack Kingston,R,GA-01,
66,Howard McKeon,R,CA-25,
66,Carolyn Maloney,D,NY-14,
66,Donald Manzullo,R,IL-16,
66,John Mica,R,FL-07,
66,Lucille Roybal-Allard,D,CA-34,
66,Edward Royce,R,CA-40,
66,Robertby Rush,D,IL-01,
66,Robert Scott,D,VA-03,
